rotation_z.0	0x3fe87996529f9d93
rotation_z.1	0x3fe49d6e694619b8
rotation_z.2	0x0000000000000000
rotation_z.3	0x0000000000000000
rotation_z.4	0xbfe49d6e694619b8
rotation_z.5	0x3fe87996529f9d93
rotation_z.6	0x0000000000000000
rotation_z.7	0x0000000000000000
rotation_z.8	0x0000000000000000
rotation_z.9	0x0000000000000000
rotation_z.10	0x3ff0000000000000
rotation_z.11	0x0000000000000000
rotation_z.12	0x0000000000000000
rotation_z.13	0x0000000000000000
rotation_z.14	0x0000000000000000
rotation_z.15	0x3ff0000000000000
translation.0	0x3ff0000000000000
translation.1	0x0000000000000000
translation.2	0x0000000000000000
translation.3	0x0000000000000000
translation.4	0x0000000000000000
translation.5	0x3ff0000000000000
translation.6	0x0000000000000000
translation.7	0x0000000000000000
translation.8	0x0000000000000000
translation.9	0x0000000000000000
translation.10	0x3ff0000000000000
translation.11	0x0000000000000000
translation.12	0x4014000000000000
translation.13	0xc008000000000000
translation.14	0x4002000000000000
translation.15	0x3ff0000000000000
mul.0	0x3fe87996529f9d93
mul.1	0x3fe49d6e694619b8
mul.2	0x0000000000000000
mul.3	0x0000000000000000
mul.4	0xbfe49d6e694619b8
mul.5	0x3fe87996529f9d93
mul.6	0x0000000000000000
mul.7	0x0000000000000000
mul.8	0x0000000000000000
mul.9	0x0000000000000000
mul.10	0x3ff0000000000000
mul.11	0x0000000000000000
mul.12	0x401707075b1e0c21
mul.13	0x3feda665167fa7e0
mul.14	0x4002000000000000
mul.15	0x3ff0000000000000
perspective.0	0x3ff1520cd1372feb
perspective.1	0x0000000000000000
perspective.2	0x0000000000000000
perspective.3	0x0000000000000000
perspective.4	0x0000000000000000
perspective.5	0x3ffbb67ae8584cab
perspective.6	0x0000000000000000
perspective.7	0x0000000000000000
perspective.8	0x0000000000000000
perspective.9	0x0000000000000000
perspective.10	0xbff000d1bc75dfcb
perspective.11	0xbff0000000000000
perspective.12	0x0000000000000000
perspective.13	0x0000000000000000
perspective.14	0xbfc99a4163917fd6
perspective.15	0x0000000000000000
look_at.0	0x3fefff000bff6009
look_at.1	0x3f88fbcab95a815e
look_at.2	0xbf83fd421073efde
look_at.3	0x0000000000000000
look_at.4	0xbf8fff000bff6009
look_at.5	0x3fe8fbcab95a815e
look_at.6	0xbfe3fd421073efde
look_at.7	0x0000000000000000
look_at.8	0x0000000000000000
look_at.9	0x3fe3fde1f804df38
look_at.10	0x3fe8fc929490ebd5
look_at.11	0x0000000000000000
look_at.12	0xbfeeff080b9f6508
look_at.13	0xbff92dc24ecd3660
look_at.14	0xc048fbf2aa806836
look_at.15	0x3ff0000000000000
look_up.0	0x3ff0000000000000
look_up.1	0x0000000000000000
look_up.2	0x0000000000000000
look_up.3	0x0000000000000000
look_up.4	0x0000000000000000
look_up.5	0x3ff0000000000000
look_up.6	0x0000000000000000
look_up.7	0x0000000000000000
look_up.8	0x0000000000000000
look_up.9	0x0000000000000000
look_up.10	0x3ff0000000000000
